sku,competitor,competitor_price
PO-135G-A1-250-40-1,Competitor1,126.46
PO-135G-A2-250-40-4,Competitor1,55.65
PO-135G-A2-250-40-2,Competitor1,65.65
PO-135G-A2-250-40-1,Competitor1,88.25
PO-135G-A3-250-40-4,Competitor1,36.24
PO-135G-A3-250-40-2,Competitor1,46.24
PO-135G-A3-250-40-1,Competitor1,68.84
PO-135G-A4-250-40-4,Competitor1,25.96
PO-135G-A4-250-40-2,Competitor1,35.96
PO-135G-A4-250-40-1,Competitor1,58.56
PO-135G-B1-250-40-4,Competitor1,126.63
PO-135G-B1-250-40-2,Competitor1,136.63
PO-135G-B1-250-40-1,Competitor1,159.23
PO-135G-B2-250-40-4,Competitor1,71.56
PO-135G-B2-250-40-2,Competitor1,81.56
PO-135G-B2-250-40-1,Competitor1,104.16
PO-135G-A0-3000-40-4,Competitor1,912.07
PO-135G-A0-3000-40-2,Competitor1,943.66
PO-135G-A0-3000-40-1,Competitor1,1075.88
PO-135G-A1-3000-40-4,Competitor1,455.57
PO-135G-A1-3000-40-2,Competitor1,489.57
PO-135G-A1-3000-40-1,Competitor1,572.97
PO-135G-A2-3000-40-4,Competitor1,228.03
PO-135G-A2-3000-40-2,Competitor1,247.03
PO-135G-A2-3000-40-1,Competitor1,292.43
PO-135G-A3-3000-40-4,Competitor1,117.25
PO-135G-A3-3000-40-2,Competitor1,130.25
PO-135G-A3-3000-40-1,Competitor1,160.45
PO-135G-A4-3000-40-4,Competitor1,62.49
PO-135G-A4-3000-40-2,Competitor1,72.49
PO-135G-A4-3000-40-1,Competitor1,95.09
PO-135G-B1-3000-40-4,Competitor1,648.21
PO-135G-B1-3000-40-2,Competitor1,691.21
PO-135G-B1-3000-40-1,Competitor1,797.41
PO-135G-B2-3000-40-4,Competitor1,324.58
PO-135G-B2-3000-40-2,Competitor1,349.58
PO-135G-B2-3000-40-1,Competitor1,410.18
PO-135G-A0-300-40-4,Competitor1,202.74
PO-135G-A0-300-40-2,Competitor1,211.24
PO-135G-A0-300-40-1,Competitor1,242.2
PO-135G-A1-300-40-4,Competitor1,100.87
PO-135G-A1-300-40-2,Competitor1,110.87
PO-135G-A1-300-40-1,Competitor1,133.47
PO-135G-A2-300-40-4,Competitor1,58.33
PO-135G-A2-300-40-2,Competitor1,68.33
PO-135G-A2-300-40-1,Competitor1,90.93
PO-135G-A3-300-40-4,Competitor1,37.8
PO-135G-A3-300-40-2,Competitor1,47.8
PO-135G-A3-300-40-1,Competitor1,70.4
PO-135G-A4-300-40-4,Competitor1,26.66
PO-135G-A4-300-40-2,Competitor1,36.66
PO-135G-A4-300-40-1,Competitor1,59.26
PO-135G-B1-300-40-4,Competitor1,138.55
PO-135G-B1-300-40-2,Competitor1,148.55
PO-135G-B1-300-40-1,Competitor1,171.15
PO-135G-B2-300-40-4,Competitor1,75.66
PO-135G-B2-300-40-2,Competitor1,85.66
PO-135G-B2-300-40-1,Competitor1,108.26
PO-135G-A0-4000-40-4,Competitor1,1160.44
PO-135G-A0-4000-40-2,Competitor1,1201.48
PO-135G-A0-4000-40-1,Competitor1,1372.66
PO-135G-A1-4000-40-4,Competitor1,589.07
PO-135G-A1-4000-40-2,Competitor1,632.07
PO-135G-A1-4000-40-1,Competitor1,738.27
PO-135G-A2-4000-40-4,Competitor1,290.4
PO-135G-A2-4000-40-2,Competitor1,312.4
PO-135G-A2-4000-40-1,Competitor1,365.4
PO-135G-A3-4000-40-4,Competitor1,152.99
PO-135G-A3-4000-40-2,Competitor1,168.99
PO-135G-A3-4000-40-1,Competitor1,206.79
PO-135G-A4-4000-40-4,Competitor1,84.47
PO-135G-A4-4000-40-2,Competitor1,97.47
PO-135G-A4-4000-40-1,Competitor1,127.67
PO-135G-B1-4000-40-4,Competitor1,831.44
PO-135G-B1-4000-40-2,Competitor1,886.44
PO-135G-B1-4000-40-1,Competitor1,1023.04
PO-135G-B2-4000-40-4,Competitor1,414.36
PO-135G-B2-4000-40-2,Competitor1,445.36
PO-135G-B2-4000-40-1,Competitor1,521.16
PO-135G-A0-400-40-4,Competitor1,224.33
PO-135G-A0-400-40-2,Competitor1,232.32
PO-135G-A0-400-40-1,Competitor1,263.27
PO-135G-A1-400-40-4,Competitor1,111.62
PO-135G-A1-400-40-2,Competitor1,121.62
PO-135G-A1-400-40-1,Competitor1,144.22
PO-135G-A2-400-40-4,Competitor1,64.03
PO-135G-A2-400-40-2,Competitor1,74.03
PO-135G-A2-400-40-1,Competitor1,96.63
PO-135G-A3-400-40-4,Competitor1,40.54
PO-135G-A3-400-40-2,Competitor1,50.54
PO-135G-A3-400-40-1,Competitor1,73.14
PO-135G-A4-400-40-4,Competitor1,28.16
PO-135G-A4-400-40-2,Competitor1,38.16
PO-135G-A4-400-40-1,Competitor1,60.76
PO-135G-B1-400-40-4,Competitor1,162.28
PO-135G-B1-400-40-2,Competitor1,175.28
PO-135G-B1-400-40-1,Competitor1,205.48
PO-135G-B2-400-40-4,Competitor1,83.27
PO-135G-B2-400-40-2,Competitor1,93.27
PO-135G-B2-400-40-1,Competitor1,115.87
PO-135G-A0-5000-40-4,Competitor1,1423.12
PO-135G-A0-5000-40-2,Competitor1,1473.28
PO-135G-A0-5000-40-1,Competitor1,1688.53
PO-135G-A1-5000-40-4,Competitor1,715.48
PO-135G-A1-5000-40-2,Competitor1,767.48
PO-135G-A1-5000-40-1,Competitor1,901.48
PO-135G-A2-5000-40-4,Competitor1,360.23
PO-135G-A2-5000-40-2,Competitor1,388.23
PO-135G-A2-5000-40-1,Competitor1,461.43
PO-135G-A3-5000-40-4,Competitor1,179.01
PO-135G-A3-5000-40-2,Competitor1,195.01
PO-135G-A3-5000-40-1,Competitor1,237.81
PO-135G-A4-5000-40-4,Competitor1,98.73
PO-135G-A4-5000-40-2,Competitor1,111.73
PO-135G-A4-5000-40-1,Competitor1,146.93
PO-135G-B1-5000-40-4,Competitor1,1019.74
PO-135G-B1-5000-40-2,Competitor1,1086.74
PO-135G-B1-5000-40-1,Competitor1,1258.74
PO-135G-B2-5000-40-4,Competitor1,508.15
PO-135G-B2-5000-40-2,Competitor1,545.15
PO-135G-B2-5000-40-1,Competitor1,641.15
PO-135G-A0-500-40-4,Competitor1,253.07
PO-135G-A0-500-40-2,Competitor1,263.45
PO-135G-A0-500-40-1,Competitor1,302.19
PO-135G-A1-500-40-4,Competitor1,129.19
PO-135G-A1-500-40-2,Competitor1,142.19
PO-135G-A1-500-40-1,Competitor1,172.39
PO-135G-A2-500-40-4,Competitor1,69.38
PO-135G-A2-500-40-2,Competitor1,79.38
PO-135G-A2-500-40-1,Competitor1,101.98
PO-135G-A3-500-40-4,Competitor1,42.59
PO-135G-A3-500-40-2,Competitor1,52.59
PO-135G-A3-500-40-1,Competitor1,75.19
PO-135G-A4-500-40-4,Competitor1,28.94
PO-135G-A4-500-40-2,Competitor1,38.94
PO-135G-A4-500-40-1,Competitor1,61.54
PO-135G-B1-500-40-4,Competitor1,178.81
PO-135G-B1-500-40-2,Competitor1,191.81
PO-135G-B1-500-40-1,Competitor1,222.01
PO-135G-B2-500-40-4,Competitor1,92.53
PO-135G-B2-500-40-2,Competitor1,102.53
PO-135G-B2-500-40-1,Competitor1,125.13
PO-135G-A0-50-40-4,Competitor1,137.21
PO-135G-A0-50-40-2,Competitor1,144.2
PO-135G-A0-50-40-1,Competitor1,167.36
PO-135G-A1-50-40-4,Competitor1,72.24
PO-135G-A1-50-40-2,Competitor1,82.24
PO-135G-A1-50-40-1,Competitor1,104.84
PO-135G-A2-50-40-4,Competitor1,44.37
PO-135G-A2-50-40-2,Competitor1,54.37
PO-135G-A2-50-40-1,Competitor1,76.97
PO-135G-A3-50-40-4,Competitor1,29.94
PO-135G-A3-50-40-2,Competitor1,39.94
PO-135G-A3-50-40-1,Competitor1,62.54
PO-135G-A4-50-40-4,Competitor1,21.83
PO-135G-A4-50-40-2,Competitor1,31.83
PO-135G-A4-50-40-1,Competitor1,54.43
PO-135G-B1-50-40-4,Competitor1,94.81
PO-135G-B1-50-40-2,Competitor1,104.81
PO-135G-B1-50-40-1,Competitor1,127.41
PO-135G-B2-50-40-4,Competitor1,54.03
PO-135G-B2-50-40-2,Competitor1,64.03
PO-135G-B2-50-40-1,Competitor1,86.63
PO-135G-A0-600-40-9,Competitor1,280.37
PO-135G-A1-600-40-5,Competitor1,140.97
PO-135G-A1-600-40-2,Competitor1,153.97
PO-135G-A2-600-40-5,Competitor1,76.57
PO-135G-A2-600-40-2,Competitor1,86.57
PO-135G-A3-600-40-5,Competitor1,44.6
PO-135G-A3-600-40-2,Competitor1,54.6
PO-135G-A4-600-40-5,Competitor1,30.04
PO-135G-A4-600-40-2,Competitor1,40.04
PO-135G-B1-600-40-6,Competitor1,193.76
PO-135G-B1-600-40-4,Competitor1,206.76
PO-135G-B2-600-40-5,Competitor1,100.19
PO-135G-B2-600-40-2,Competitor1,110.19
PO-135G-A0-7000-40-9,Competitor1,1932.96
PO-135G-A1-7000-40-5,Competitor1,969.98
PO-135G-A1-7000-40-2,Competitor1,1036.98
PO-135G-A2-7000-40-5,Competitor1,490.21
PO-135G-A2-7000-40-2,Competitor1,527.21
PO-135G-A3-7000-40-5,Competitor1,241.05
PO-135G-A3-7000-40-2,Competitor1,260.05
PO-135G-A4-7000-40-5,Competitor1,125.64
PO-135G-A4-7000-40-2,Competitor1,138.64
PO-135G-B1-7000-40-6,Competitor1,1396.33
PO-135G-B1-7000-40-4,Competitor1,1487.33
PO-135G-B2-7000-40-5,Competitor1,694.19
PO-135G-B2-7000-40-2,Competitor1,743.19
PO-135G-A0-750-40-4,Competitor1,323.97
PO-135G-A0-750-40-2,Competitor1,335.73
PO-135G-A0-750-40-1,Competitor1,382.26
PO-135G-A1-750-40-4,Competitor1,155.68
PO-135G-A1-750-40-2,Competitor1,168.68
PO-135G-A1-750-40-1,Competitor1,198.88
PO-135G-A2-750-40-4,Competitor1,84.81
PO-135G-A2-750-40-2,Competitor1,94.81
PO-135G-A2-750-40-1,Competitor1,117.41
PO-135G-A3-750-40-4,Competitor1,48.92
PO-135G-A3-750-40-2,Competitor1,58.92
PO-135G-A3-750-40-1,Competitor1,81.52
PO-135G-A4-750-40-4,Competitor1,32.03
PO-135G-A4-750-40-2,Competitor1,42.03
PO-135G-A4-750-40-1,Competitor1,64.63
PO-135G-B1-750-40-4,Competitor1,226.94
PO-135G-B1-750-40-2,Competitor1,242.94
PO-135G-B1-750-40-1,Competitor1,280.74
PO-135G-B2-750-40-4,Competitor1,120.62
PO-135G-B2-750-40-2,Competitor1,133.62
PO-135G-B2-750-40-1,Competitor1,163.82
PO-250G-A0-1000-40-4,Competitor1,681.49
PO-250G-A0-1000-40-2,Competitor1,700.12
PO-250G-A0-1000-40-1,Competitor1,785.6
PO-250G-A0-100-40-4,Competitor1,235.25
PO-250G-A0-100-40-2,Competitor1,239.9
PO-250G-A0-100-40-1,Competitor1,263.07
PO-250G-A0-1500-40-4,Competitor1,917.5
PO-250G-A0-1500-40-2,Competitor1,942.81
PO-250G-A0-1500-40-1,Competitor1,1059.45
PO-250G-A0-150-40-4,Competitor1,264.82
PO-250G-A0-150-40-2,Competitor1,271.84
PO-250G-A0-150-40-1,Competitor1,302.8
PO-250G-A0-2000-40-5,Competitor1,1119.5
PO-250G-A0-2000-40-3,Competitor1,1130.77
PO-250G-A0-200-40-4,Competitor1,286.19
PO-250G-A0-200-40-2,Competitor1,292.7
PO-250G-A0-200-40-1,Competitor1,323.65
PO-250G-A0-2500-40-5,Competitor1,1357.61
PO-250G-A0-2500-40-3,Competitor1,1369.36
PO-250G-A0-250-40-4,Competitor1,317.16
PO-250G-A0-250-40-2,Competitor1,326.01
PO-250G-A0-250-40-1,Competitor1,364.76
PO-250G-A0-3000-40-5,Competitor1,1596.76
PO-250G-A0-3000-40-3,Competitor1,1612.04
PO-250G-A0-300-40-4,Competitor1,336.88
PO-250G-A0-300-40-2,Competitor1,345.26
PO-250G-A0-300-40-1,Competitor1,384.01
PO-250G-A0-4000-40-5,Competitor1,2066.6
PO-250G-A0-4000-40-3,Competitor1,2086.07
PO-250G-A0-400-40-4,Competitor1,389.22
PO-250G-A0-400-40-2,Competitor1,399.43
PO-250G-A0-400-40-1,Competitor1,445.97
PO-250G-A0-5000-40-5,Competitor1,2536.43
PO-250G-A0-5000-40-3,Competitor1,2560.09
PO-250G-A0-500-40-4,Competitor1,436.3
PO-250G-A0-500-40-2,Competitor1,448.46
PO-250G-A0-500-40-1,Competitor1,502.78
PO-250G-A0-50-40-4,Competitor1,222.02
PO-250G-A0-50-40-2,Competitor1,226.99
PO-250G-A0-50-40-1,Competitor1,250.15
PO-115A-A0-10-40-4,Competitor1,58.55
PO-115A-A0-10-40-2,Competitor1,68.55
PO-115A-A0-10-40-1,Competitor1,91.15
PO-115A-A1-10-40-4,Competitor1,36.7
PO-115A-A1-10-40-2,Competitor1,46.7
PO-115A-A1-10-40-1,Competitor1,69.3
PO-115A-A2-10-40-4,Competitor1,31.73
PO-115A-A2-10-40-2,Competitor1,41.73
PO-115A-A2-10-40-1,Competitor1,64.33
PO-115A-A3-10-40-4,Competitor1,27.22
PO-115A-A3-10-40-2,Competitor1,37.22
PO-115A-A3-10-40-1,Competitor1,59.82
PO-115A-ABRI-10-40-4,Competitor1,94.73
PO-115A-ABRI-10-40-2,Competitor1,107.73
PO-115A-B1-10-40-4,Competitor1,47.9
PO-115A-B1-10-40-2,Competitor1,57.9
PO-115A-B1-10-40-1,Competitor1,80.5
PO-115A-B2-10-40-4,Competitor1,35.35
PO-115A-B2-10-40-2,Competitor1,45.35
PO-115A-B2-10-40-1,Competitor1,67.95
PO-115A-A0-15-40-4,Competitor1,80.61
PO-115A-A0-15-40-2,Competitor1,90.61
PO-115A-A0-15-40-1,Competitor1,113.21
PO-115A-A1-15-40-4,Competitor1,46.11
PO-115A-A1-15-40-2,Competitor1,56.11
PO-115A-A1-15-40-1,Competitor1,78.71
PO-115A-A2-15-40-4,Competitor1,41.63
PO-115A-A2-15-40-2,Competitor1,51.63
PO-115A-A2-15-40-1,Competitor1,74.23
PO-115A-A3-15-40-4,Competitor1,34.87
PO-115A-A3-15-40-2,Competitor1,44.87
PO-115A-A3-15-40-1,Competitor1,67.47
PO-115A-ABRI-15-40-4,Competitor1,142.09
PO-115A-ABRI-15-40-2,Competitor1,158.09
PO-115A-B1-15-40-4,Competitor1,65.9
PO-115A-B1-15-40-2,Competitor1,75.9
PO-115A-B1-15-40-1,Competitor1,98.5
PO-115A-B2-15-40-4,Competitor1,47.07
PO-115A-B2-15-40-2,Competitor1,57.07
PO-115A-B2-15-40-1,Competitor1,79.67
PO-115A-A0-1-40-4,Competitor1,16.59
PO-115A-A0-1-40-2,Competitor1,26.59
PO-115A-A0-1-40-1,Competitor1,49.19
PO-115A-A1-1-40-4,Competitor1,14.8
PO-115A-A1-1-40-2,Competitor1,24.8
PO-115A-A1-1-40-1,Competitor1,47.4
PO-115A-A2-1-40-4,Competitor1,13.89
PO-115A-A2-1-40-2,Competitor1,23.89
PO-115A-A2-1-40-1,Competitor1,46.49
PO-115A-A3-1-40-4,Competitor1,13.45
PO-115A-A3-1-40-2,Competitor1,23.45
PO-115A-A3-1-40-1,Competitor1,46.05
PO-115A-ABRI-1-40-4,Competitor1,21.9
PO-115A-ABRI-1-40-2,Competitor1,31.9
PO-115A-B1-1-40-4,Competitor1,15.51
PO-115A-B1-1-40-2,Competitor1,25.51
PO-115A-B1-1-40-1,Competitor1,48.11
PO-115A-B2-1-40-4,Competitor1,14.26
PO-115A-B2-1-40-2,Competitor1,24.26
PO-115A-B2-1-40-1,Competitor1,46.86
PO-115A-A0-20-40-4,Competitor1,87.93
PO-115A-A0-20-40-2,Competitor1,97.93
PO-115A-A0-20-40-1,Competitor1,120.53
PO-115A-A1-20-40-4,Competitor1,51.34
PO-115A-A1-20-40-2,Competitor1,61.34
PO-115A-A1-20-40-1,Competitor1,83.94
PO-115A-A2-20-40-4,Competitor1,53.49
PO-115A-A2-20-40-2,Competitor1,63.49
PO-115A-A2-20-40-1,Competitor1,86.09
PO-115A-A3-20-40-4,Competitor1,44.46
PO-115A-A3-20-40-2,Competitor1,54.46
PO-115A-A3-20-40-1,Competitor1,77.06
PO-115A-ABRI-20-40-4,Competitor1,189.45
PO-115A-ABRI-20-40-2,Competitor1,208.45
PO-115A-B1-20-40-4,Competitor1,85.84
PO-115A-B1-20-40-2,Competitor1,95.84
PO-115A-B1-20-40-1,Competitor1,118.44
PO-115A-B2-20-40-4,Competitor1,60.74
PO-115A-B2-20-40-2,Competitor1,70.74
PO-115A-B2-20-40-1,Competitor1,93.34
PO-115A-A0-25-40-4,Competitor1,93.16
PO-115A-A0-25-40-2,Competitor1,103.16
PO-115A-A0-25-40-1,Competitor1,125.76
PO-115A-A1-25-40-4,Competitor1,56.56
PO-115A-A1-25-40-2,Competitor1,66.56
PO-115A-A1-25-40-1,Competitor1,89.16
PO-115A-A2-25-40-4,Competitor1,63.4
PO-115A-A2-25-40-2,Competitor1,73.4
PO-115A-A2-25-40-1,Competitor1,96
PO-115A-A3-25-40-4,Competitor1,52.11
PO-115A-A3-25-40-2,Competitor1,62.11
PO-115A-A3-25-40-1,Competitor1,84.71
PO-115A-ABRI-25-40-4,Competitor1,236.81
PO-115A-ABRI-25-40-2,Competitor1,258.81
PO-115A-B1-25-40-4,Competitor1,103.83
PO-115A-B1-25-40-2,Competitor1,113.83
PO-115A-B1-25-40-1,Competitor1,136.43
PO-115A-B2-25-40-4,Competitor1,72.44
PO-115A-B2-25-40-2,Competitor1,82.44
PO-115A-B2-25-40-1,Competitor1,105.04
PO-115A-A0-2-40-4,Competitor1,21.24
PO-115A-A0-2-40-2,Competitor1,31.24
PO-115A-A0-2-40-1,Competitor1,53.84
PO-115A-A1-2-40-4,Competitor1,17.68
PO-115A-A1-2-40-2,Competitor1,27.68
PO-115A-A1-2-40-1,Competitor1,50.28
PO-115A-A2-2-40-4,Competitor1,15.88
PO-115A-A2-2-40-2,Competitor1,25.88
PO-115A-A2-2-40-1,Competitor1,48.48
PO-115A-A3-2-40-4,Competitor1,14.97
PO-115A-A3-2-40-2,Competitor1,24.97
PO-115A-A3-2-40-1,Competitor1,47.57
PO-115A-ABRI-2-40-4,Competitor1,28.26
PO-115A-ABRI-2-40-2,Competitor1,38.26
PO-115A-B1-2-40-4,Competitor1,19.11
PO-115A-B1-2-40-2,Competitor1,29.11
PO-115A-B1-2-40-1,Competitor1,51.71
PO-115A-B2-2-40-4,Competitor1,16.61
PO-115A-B2-2-40-2,Competitor1,26.61
PO-115A-B2-2-40-1,Competitor1,49.21
PO-115A-A0-30-40-4,Competitor1,108.33
PO-115A-A0-30-40-2,Competitor1,118.33
PO-115A-A0-30-40-1,Competitor1,140.93
PO-115A-A1-30-40-4,Competitor1,61.79
PO-115A-A1-30-40-2,Competitor1,71.79
PO-115A-A1-30-40-1,Competitor1,94.39
PO-115A-A2-30-40-4,Competitor1,73.3
PO-115A-A2-30-40-2,Competitor1,83.3
PO-115A-A2-30-40-1,Competitor1,105.9
PO-115A-A3-30-40-4,Competitor1,59.76
PO-115A-A3-30-40-2,Competitor1,69.76
PO-115A-A3-30-40-1,Competitor1,92.36
PO-115A-ABRI-30-40-4,Competitor1,284.17
PO-115A-ABRI-30-40-2,Competitor1,309.17
PO-115A-B1-30-40-4,Competitor1,121.83
PO-115A-B1-30-40-2,Competitor1,131.83
PO-115A-B1-30-40-1,Competitor1,154.43
PO-115A-B2-30-40-4,Competitor1,84.17
PO-115A-B2-30-40-2,Competitor1,94.17
PO-115A-B2-30-40-1,Competitor1,116.77
PO-115A-A0-3-40-4,Competitor1,25.91
PO-115A-A0-3-40-2,Competitor1,35.91
PO-115A-A0-3-40-1,Competitor1,58.51
PO-115A-A1-3-40-4,Competitor1,20.55
PO-115A-A1-3-40-2,Competitor1,30.55
PO-115A-A1-3-40-1,Competitor1,53.15
PO-115A-A2-3-40-4,Competitor1,17.86
PO-115A-A2-3-40-2,Competitor1,27.86
PO-115A-A2-3-40-1,Competitor1,50.46
PO-115A-A3-3-40-4,Competitor1,16.5
PO-115A-A3-3-40-2,Competitor1,26.5
PO-115A-A3-3-40-1,Competitor1,49.1
PO-115A-ABRI-3-40-4,Competitor1,34.63
PO-115A-ABRI-3-40-2,Competitor1,44.63
PO-115A-B1-3-40-4,Competitor1,22.71
PO-115A-B1-3-40-2,Competitor1,32.71
PO-115A-B1-3-40-1,Competitor1,55.31
PO-115A-B2-3-40-4,Competitor1,18.95
PO-115A-B2-3-40-2,Competitor1,28.95
PO-115A-B2-3-40-1,Competitor1,51.55
PO-115A-A0-4-40-4,Competitor1,30.57
PO-115A-A0-4-40-2,Competitor1,40.57
PO-115A-A0-4-40-1,Competitor1,63.17
PO-115A-A1-4-40-4,Competitor1,23.44
PO-115A-A1-4-40-2,Competitor1,33.44
PO-115A-A1-4-40-1,Competitor1,56.04
PO-115A-A2-4-40-4,Competitor1,19.85
PO-115A-A2-4-40-2,Competitor1,29.85
PO-115A-A2-4-40-1,Competitor1,52.45
PO-115A-A3-4-40-4,Competitor1,18.04
PO-115A-A3-4-40-2,Competitor1,28.04
PO-115A-A3-4-40-1,Competitor1,50.64
PO-115A-ABRI-4-40-4,Competitor1,41
PO-115A-ABRI-4-40-2,Competitor1,51
PO-115A-B1-4-40-4,Competitor1,26.31
PO-115A-B1-4-40-2,Competitor1,36.31
PO-115A-B1-4-40-1,Competitor1,58.91
PO-115A-B2-4-40-4,Competitor1,21.29
PO-115A-B2-4-40-2,Competitor1,31.29
PO-115A-B2-4-40-1,Competitor1,53.89
PO-115A-A0-5-40-4,Competitor1,35.23
PO-115A-A0-5-40-2,Competitor1,45.23
PO-115A-A0-5-40-1,Competitor1,67.83
PO-115A-A1-5-40-4,Competitor1,26.31
PO-115A-A1-5-40-2,Competitor1,36.31
PO-115A-A1-5-40-1,Competitor1,58.91
PO-115A-A2-5-40-4,Competitor1,21.83
PO-115A-A2-5-40-2,Competitor1,31.83
PO-115A-A2-5-40-1,Competitor1,54.43
PO-115A-A3-5-40-4,Competitor1,19.56
PO-115A-A3-5-40-2,Competitor1,29.56
PO-115A-A3-5-40-1,Competitor1,52.16
PO-115A-ABRI-5-40-4,Competitor1,47.36
PO-115A-ABRI-5-40-2,Competitor1,57.36
PO-115A-B1-5-40-4,Competitor1,29.9
PO-115A-B1-5-40-2,Competitor1,39.9
PO-115A-B1-5-40-1,Competitor1,62.5
PO-115A-B2-5-40-4,Competitor1,23.63
PO-115A-B2-5-40-2,Competitor1,33.63
PO-115A-B2-5-40-1,Competitor1,56.23
PO-115A-A0-6-40-4,Competitor1,39.9
PO-115A-A0-6-40-2,Competitor1,49.9
PO-115A-A0-6-40-1,Competitor1,72.5
PO-115A-A1-6-40-4,Competitor1,29.19
PO-115A-A1-6-40-2,Competitor1,39.19
PO-115A-A1-6-40-1,Competitor1,61.79
PO-115A-A2-6-40-4,Competitor1,23.81
PO-115A-A2-6-40-2,Competitor1,33.81
PO-115A-A2-6-40-1,Competitor1,56.41
PO-115A-A3-6-40-4,Competitor1,21.1
PO-115A-A3-6-40-2,Competitor1,31.1
PO-115A-A3-6-40-1,Competitor1,53.7
PO-115A-ABRI-6-40-4,Competitor1,69.26
PO-115A-ABRI-6-40-2,Competitor1,82.26
PO-115A-B1-6-40-4,Competitor1,33.51
PO-115A-B1-6-40-2,Competitor1,43.51
PO-115A-B1-6-40-1,Competitor1,66.11
PO-115A-B2-6-40-4,Competitor1,25.97
PO-115A-B2-6-40-2,Competitor1,35.97
PO-115A-B2-6-40-1,Competitor1,58.57
PO-115A-A0-7-40-4,Competitor1,44.56
PO-115A-A0-7-40-2,Competitor1,54.56
PO-115A-A0-7-40-1,Competitor1,77.16
PO-115A-A1-7-40-4,Competitor1,32.07
PO-115A-A1-7-40-2,Competitor1,42.07
PO-115A-A1-7-40-1,Competitor1,64.67
PO-115A-A2-7-40-4,Competitor1,25.78
PO-115A-A2-7-40-2,Competitor1,35.78
PO-115A-A2-7-40-1,Competitor1,58.38
PO-115A-A3-7-40-4,Competitor1,22.63
PO-115A-A3-7-40-2,Competitor1,32.63
PO-115A-A3-7-40-1,Competitor1,55.23
PO-115A-ABRI-7-40-4,Competitor1,75.62
PO-115A-ABRI-7-40-2,Competitor1,88.62
PO-115A-B1-7-40-4,Competitor1,37.11
PO-115A-B1-7-40-2,Competitor1,47.11
PO-115A-B1-7-40-1,Competitor1,69.71
PO-115A-B2-7-40-4,Competitor1,28.33
PO-115A-B2-7-40-2,Competitor1,38.33
PO-115A-B2-7-40-1,Competitor1,60.93
PO-115A-A0-8-40-4,Competitor1,49.23
PO-115A-A0-8-40-2,Competitor1,59.23
PO-115A-A0-8-40-1,Competitor1,81.83
PO-115A-A1-8-40-4,Competitor1,34.95
PO-115A-A1-8-40-2,Competitor1,44.95
PO-115A-A1-8-40-1,Competitor1,67.55
PO-115A-A2-8-40-4,Competitor1,27.77
PO-115A-A2-8-40-2,Competitor1,37.77
PO-115A-A2-8-40-1,Competitor1,60.37
PO-115A-A3-8-40-4,Competitor1,24.15
PO-115A-A3-8-40-2,Competitor1,34.15
PO-115A-A3-8-40-1,Competitor1,56.75
PO-115A-ABRI-8-40-4,Competitor1,81.99
PO-115A-ABRI-8-40-2,Competitor1,94.99
PO-115A-B1-8-40-4,Competitor1,40.71
PO-115A-B1-8-40-2,Competitor1,50.71
PO-115A-B1-8-40-1,Competitor1,73.31
PO-115A-B2-8-40-4,Competitor1,30.66
PO-115A-B2-8-40-2,Competitor1,40.66
PO-115A-B2-8-40-1,Competitor1,63.26
PO-115A-A0-9-40-4,Competitor1,53.89
PO-115A-A0-9-40-2,Competitor1,63.89
PO-115A-A0-9-40-1,Competitor1,86.49
PO-115A-A1-9-40-4,Competitor1,37.82
PO-115A-A1-9-40-2,Competitor1,47.82
PO-115A-A1-9-40-1,Competitor1,70.42
PO-115A-A2-9-40-4,Competitor1,29.75
PO-115A-A2-9-40-2,Competitor1,39.75
PO-115A-A2-9-40-1,Competitor1,62.35
PO-115A-A3-9-40-4,Competitor1,25.69
PO-115A-A3-9-40-2,Competitor1,35.69
PO-115A-A3-9-40-1,Competitor1,58.29
PO-115A-ABRI-9-40-4,Competitor1,88.37
PO-115A-ABRI-9-40-2,Competitor1,101.37
PO-115A-B1-9-40-4,Competitor1,44.31
PO-115A-B1-9-40-2,Competitor1,54.31
PO-115A-B1-9-40-1,Competitor1,76.91
PO-115A-B2-9-40-4,Competitor1,33.01
PO-115A-B2-9-40-2,Competitor1,43.01
PO-115A-B2-9-40-1,Competitor1,65.61
PO-100G-A0-1000-40-4,Competitor2,442.12
PO-100G-A0-1000-40-2,Competitor2,459.12
PO-100G-A0-1000-40-1,Competitor2,524.92
PO-100G-A0-100-40-4,Competitor2,168.7
PO-100G-A0-100-40-2,Competitor2,179.18
PO-100G-A0-100-40-1,Competitor2,211.93
PO-100G-A0-2000-40-4,Competitor2,717
PO-100G-A0-2000-40-2,Competitor2,740.51
PO-100G-A0-2000-40-1,Competitor2,839.33
PO-100G-A0-250-40-4,Competitor2,214.99
PO-100G-A0-250-40-2,Competitor2,224.37
PO-100G-A0-250-40-1,Competitor2,257.12
PO-100G-A0-3000-40-4,Competitor2,947.5
PO-100G-A0-3000-40-2,Competitor2,970.22
PO-100G-A0-3000-40-1,Competitor2,1064.21
PO-100G-A0-4000-40-4,Competitor2,1120.99
PO-100G-A0-4000-40-2,Competitor2,1148.15
PO-100G-A0-4000-40-1,Competitor2,1263.88
PO-100G-A0-5000-40-4,Competitor2,1315.43
PO-100G-A0-5000-40-2,Competitor2,1352.27
PO-100G-A0-5000-40-1,Competitor2,1508.98
